Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Investor Count,Valuation to Funding Ratio
FlashEx,$1B,8/27/2018,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,$359M,"Prometheus Capital, Matrix Partners China, JD Capital Management",22,2.79
Fractal Analytics,$1B,1/5/2022,Data management & analytics,Mumbai,India,Asia,2000,$685M,"TPG Capital, Apax Partners, TA Associates",6,1.46
Freshbooks,$1B,8/10/2021,Fintech,Toronto,Canada,North America,2004,$156M,"Accomplice, Oak Investment Partners, Georgian Partners",9,6.41
FXiaoKe,$1B,7/2/2015,Mobile & telecommunications,Beijing,China,Asia,2011,$283M,"IDG Capital, Northern Light Venture Capital, DCM Ventures",14,3.53
Gauntlet Networks,$1B,3/7/2022,Fintech,New York,United States,North America,2018,$45M,"Polychain Capital, Paradigm, Ribbit Capital",#N/A,22.22
Geek+,$1B,11/21/2018,Hardware,Beijing,China,Asia,2015,$439M,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",9,2.28
Gelato,$1B,8/16/2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,$269M,"Greylock Partners, Google Ventures, BlackRock",9,3.72
Glia,$1B,3/21/2022,Fintech,New York,United States,North America,2012,$152M,"Wildcat Capital Management, Insight Partners, Tola Capital",#N/A,6.58
GO1,$1B,7/19/2021,Internet software & services,Brisbane,Australia,Oceania,2015,$284M,"Y Combinator, M12, SEEK",23,3.52
Groq,$1B,4/14/2021,Artificial intelligence,Mountain View,United States,North America,2016,$362M,"TDK Ventures, Social Capital, D1 Capital Partners",14,2.76
Hailo,$1B,10/12/2021,Artificial intelligence,Tel Aviv,Israel,Asia,2017,$221M,"Glory Ventures, Maniv Mobility",18,4.52
Haomao.AI,$1B,12/22/2021,Artificial Intelligence,Beijing,China,Asia,2019,$157M,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",7,6.37
Hasura,$1B,2/22/2022,Internet software & services,Bengaluru,India,Asia,2017,$137M,"Nexus Venture Partners, Vertex Ventures, STRIVE",11,7.30
HAYDON,$1B,9/24/2021,Consumer & retail,Shanghai,China,Asia,2020,$100M,"Tencent Holdings, Hillhouse Capital Management",2,10.00
Heyday,$1B,11/16/2021,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,$800M,"Khosla Ventures,General Catalyst, Victory Park Capital",10,1.25
HMD Global,$1B,5/21/2018,Mobile & telecommunications,Espoo,Finland,Europe,2016,$330M,Ginko Ventures,6,3.03
Hotmart,$1B,3/17/2020,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,$127M,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",6,7.87
Huike Group,$1B,5/24/2018,Edtech,Beijing,China,Asia,2010,$302M,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co.",4,3.31
Human Interest,$1B,8/4/2021,Fintech,San Francisco,United States,North America,2015,$337M,"Wing Venture Capital, Slow Ventures, Uncork Capital",26,2.97
Ibotta,$1B,8/6/2019,Fintech,Denver,United States,North America,2011,$93M,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital",19,10.75
iCarbonX,$1B,4/12/2016,Artificial intelligence,Shenzhen,China,Asia,2015,$200M,"Tencent, Vcanbio",3,5.00
iFood,$1B,11/13/2018,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,$592M,"Movile, Just Eat, Naspers",6,1.69
InFarm,$1B,12/16/2021,Other,Berlin,Germany,Europe,2013,$600M,"Atomico, Hanaco Venture Capital, TriplePoint Capital",22,1.67
Infobip,$1B,7/30/2020,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,$200M,One Equity Partners,3,5.00
Injective Protocol,$1B,4/20/2021,Fintech,New York,United States,North America,2018,$17M,"Pantera Capital, Cadenza Ventures, BlockTower Capital",12,58.82
Intellifusion,$1B,3/22/2019,Artificial intelligence,Shenzhen,China,Asia,2014,$173M,"BOC International, TopoScend Capital, Hongxiu VC",36,5.78
Interos,$1B,7/22/2021,Fintech,Arlington,United States,North America,2005,$135M,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock",6,7.41
Iodine Software,$1B,12/1/2021,Data management & analytics,Austin,United States,North America,2010,Unknown,"Advent International, Bain Capital Ventures, Silversmith Capital Partners",3,0.00
JoyTunes,$1B,6/21/2021,Edtech,Tel Aviv,Israel,Asia,2011,$92M,"Genesis Partners, Aleph, Insight Partners",10,10.87
Kendra Scott,$1B,12/21/2016,Consumer & retail,Austin,United States,North America,2002,Unknown,"Berkshire Partners, Norwest Venture Partners",2,0.00
Kitopi,$1B,7/1/2021,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,$504M,"CE-Ventures, BECO Capital, Nordstar",17,1.98
KnowBox,$1B,5/30/2019,Edtech,Beijing,China,Asia,2014,$306M,"TAL Education Group, Legend Star, Alibaba Group",13,3.27
Kopi Kenangan,$1B,12/27/2021,Consumer & retail,Jakarta,Indonesia,Asia,2017,$333M,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures",13,3.00
Lamabang,$1B,3/6/2015,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,$130M,"5Y Capital, Matrix Partners China, K2VC",6,7.69
LayerZero Labs,$1B,3/30/2022,Internet software & services,New York,United States,North America,2021,$143M,"Andreessen Horowitz, FTX Ventures, Tiger Global Management",#N/A,6.99
Lessen,$1B,11/30/2021,Internet software & services,Scottsdale,United States,North America,2019,$205M,"Khosla Ventures, General Catalyst, Navitas Capital",4,4.88
LetsGetChecked,$1B,6/7/2021,Health,Dublin,Ireland,Europe,2015,$263M,"Optum Ventures, Qiming Venture Partners, Transformation Capital",10,3.80
Licious,$1B,10/5/2021,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$489M,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia",21,2.04
LinkDoc Technology,$1B,7/5/2018,Health,Beijing,China,Asia,2014,$253M,"China Investment Corporation, New Enterprise Associates",10,3.95
Locus Robotics,$1B,2/17/2021,Hardware,Wilmington,United States,North America,2014,$299M,"Scale Venture Partners, Bond, Tiger Global Management",8,3.34
Lookout,$1B,10/10/2013,Cybersecurity,San Francisco,United States,North America,2007,$282M,"Accel Partners, Greylock Partners, Lowercase Capital",26,3.55
Lydia,$1B,12/8/2021,Fintech,Paris,France,Europe,2011,$263M,"NewAlpha, XAnge Private Equity, Tencent Holdings",12,3.80
MadeiraMadeira,$1B,1/7/2021,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,$336M,"Flybridge Capital Partners, SoftBank Group, Monashees+",10,2.98
Maimai,$1B,11/15/2017,Mobile & telecommunications,Beijing,China,Asia,2013,$300M,"Morningside Venture Capital, IDG Capital, DCM Ventures",5,3.33
Mammoth Biosciences,$1B,9/9/2021,Health,Brisbane,United States,North America,2017,$265M,"NFX, Plum Alley, Mayfield",1,3.77
Masterworks,$1B,10/5/2021,Fintech,New York,United States,North America,2017,$110M,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners",3,9.09
Maven Clinic,$1B,8/17/2021,Health,New York,United States,North America,2014,$202M,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital",26,4.95
MediaMath,$1B,7/10/2018,Internet software & services,New York,United States,North America,2007,$325M,"Silicon Valley Bank, QED Investors, European Founders Fund",14,3.08
Meero,$1B,6/18/2019,Artificial intelligence,Paris,France,Europe,2016,$293M,"Aglae Ventures, Global Founders Capital, Alven Capital",10,3.41
Mensa Brands,$1B,11/16/2021,Other,Bengaluru,India,Asia,2021,$218M,"Accel, Falcon Edge Capital, Norwest Venture Partners",13,4.59
Mia.com,$1B,9/8/2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,$232M,"Sequoia Capital China, ZhenFund, K2 Ventures",6,4.31
Minio,$1B,1/26/2022,Data management & analytics,Palo Alto,United States,North America,2014,$126M,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",13,7.94
Mobvoi,$1B,4/6/2017,Consumer & retail,Beijing,China,Asia,2012,$252M,"Sequoia Capital China, SIG Asia Investments, ZhenFund",7,3.97
Moka,$1B,11/2/2021,Internet software & services,Beijing,China,Asia,2015,$144M,"GGV Capital, GSR Ventures, FreesFund",8,6.94
Momenta,$1B,10/17/2018,Artificial intelligence,Beijing,China,Asia,2016,$1B,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China",28,1.00
Morning Consult,$1B,6/8/2021,Internet software & services,Washington DC,United States,North America,2014,$91M,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems",3,10.99
Movile,$1B,7/12/2018,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,$588M,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures",4,1.70
Mux,$1B,4/30/2021,Internet software & services,San Francisco,United States,North America,2015,$174M,"Accel, Cobalt Capital, Andreessen Horowitz",20,5.75
Nature's Fynd,$1B,7/19/2021,Other,Chicago,United States,North America,2012,$463M,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures",20,2.16
Newlink Group,$1B,7/10/2020,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,$655M,"JOY Capital, NIO Capital, Blueflame Capital",30,1.53
News Break,$1B,1/7/2021,Internet software & services,Mountain View,United States,North America,2015,$151M,"IDG Capital, Francisco Partners, ZhenFund",5,6.62
Newsela,$1B,2/25/2021,Internet software & services,New York,United States,North America,2013,$172M,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners",32,5.81
NIUM,$1B,7/13/2021,Fintech,,Singapore,Asia,2014,$285M,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures",22,3.51
NoBroker,$1B,11/23/2021,Internet software & services,Bengaluru,India,Asia,2014,$424M,"General Atlantic, Elevation Capital, BEENEXT",14,2.36
Noname Security,$1B,12/15/2021,Cybersecurity,Palo Alto,United States,North America,2020,$220M,"Insight Partners, Lightspeed Venture Partners, CyberStarts",7,4.55
Numbrs,$1B,8/22/2019,Fintech,Zurich,Switzerland,Europe,1999,$105M,"Investment Corporation of Dubai, Centralway",6,9.52
Omada Health,$1B,2/23/2022,Health,San Francisco,United States,North America,2011,$449M,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz",30,2.23
Omio,$1B,10/23/2018,Travel,Berlin,Germany,Europe,2013,$396M,"Lakestar, Battery Ventures, New Enterprise Associates",22,2.53
ONE,$1B,12/8/2021,Internet software & services,,Singapore,Asia,2011,$515M,"Temasek, Guggenheim Investments, Qatar Investment Authority",11,1.94
OpenWeb,$1B,11/9/2021,Internet software & services,New York,United States,North America,2012,$223M,"Insight Partners, AltaIR Capital, Norma Investments",23,4.48
Orbbec Technology,$1B,5/21/2018,Hardware,Shenzhen,China,Asia,2013,$200M,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China",8,5.00
Orca Bio,$1B,6/17/2020,Health,Menlo Park,United States,North America,2016,$192M,"Lightspeed Venture Partners, Data Collective, 8VC",7,5.21
Orchard,$1B,9/9/2021,Fintech,New York,United States,North America,2017,$252M,"Accomplice, Juxtapose, FirstMark Capital",1,3.97
Owkin,$1B,11/18/2021,Artificial Intelligence,New York,United States,North America,2016,$254M,"Google Ventures, Cathay Innovation, NJF Capital",12,3.94
PandaDoc,$1B,9/22/2021,Internet software & services,San Francisco,United States,North America,2016,$51M,"Rembrandt Venture Partners, M12, Altos Ventures",17,19.61
Pat McGrath Labs,$1B,7/16/2018,Consumer & retail,New York,United States,North America,2016,$60M,"One Luxury Group, Eurazeo",2,16.67
PatSnap,$1B,3/16/2021,Internet software & services,,Singapore,Asia,2007,$352M,"Sequoia Capital China, Shunwei Capital Partners, Qualgro",10,2.84
Payhawk,$1B,2/14/2022,Fintech,London,United Kingdom,Europe,2018,$239M,"Earlybird Venture Capital, Eleven Ventures, QED Investors",15,4.18
Pentera,$1B,1/11/2022,Cybersecurity,Petah Tikva,Israel,Asia,2015,$190M,"AWZ Ventures, Blackstone, Insight Partners",6,5.26
Pet Circle,$1B,12/6/2021,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,$125M,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners",6,8.00
PicsArt,$1B,8/26/2021,Mobile & telecommunications,San Francisco,United States,North America,2011,$195M,"Sequoia Capital, DCM Ventures, Insight Partners",9,5.13
PLACE,$1B,11/17/2021,Internet software & services,Bellingham,United States,North America,2020,$100M,"Goldman Sachs Asset Management, 3L",2,10.00
Placer.ai,$1B,1/12/2022,Artificial intelligence,Los Altos,United States,North America,2016,$166M,"Fifth Wall Ventures, JBV Capital, Array Ventures",19,6.02
Playco,$1B,9/21/2020,Other,Tokyo,Japan,Asia,2020,$140M,"Sozo Ventures, Caffeinated Capital, Sequoia Capital",9,7.14
Poizon,$1B,4/29/2019,Mobile & telecommunications,Shanghai,China,Asia,2015,Unknown,"DST Global, Sequoia Capital China, Gaorong Capital",5,0.00
PPRO,$1B,1/19/2021,Fintech,London,United Kingdom,Europe,2006,$370M,"Wellington Management, Eurazeo, Citi Ventures",9,2.70
Printful,$1B,5/24/2021,Other,Charlotte,United States,North America,2016,$130M,Bregal Sagemount,22,7.69
Quantum Metric,$1B,1/7/2021,Data management & analytics,Colorado Springs,United States,North America,2015,$226M,"Insight Partners, Bain Capital Ventures",6,4.42
Quizlet,$1B,5/13/2020,Edtech,San Francisco,United States,North America,2005,$62M,"Union Square Ventures, Altos Ventures, Costanoa Ventures",8,16.13
RapidAPI,$1B,3/23/2022,Internet software & services,San Francisco,United States,North America,2015,$273M,"Green Bay Ventures, M12, Andreessen Horowitz",#N/A,3.66
Razor,$1B,11/8/2021,Consumer & retail,Berlin,Germany,Europe,2020,$167M,"Global Founders Capital, 468 Capital, Redalpine Venture Partners",13,5.99
Red Ventures,$1B,1/7/2015,Other,Fort Mill,United States,North America,2000,$250M,"Silver Lake Partners, General Atlantic",2,4.00
REEF Technology,$1B,12/10/2018,"Supply chain, logistics, & delivery",Miami,United States,North America,2015,$2B,"Target Global, UBS Asset Management, Mubadala Capital",9,0.50
ReliaQuest,$1B,12/1/2021,Cybersecurity,Tampa,United States,North America,2007,$330M,"KKR, FTV Capital, Ten Eleven Ventures",4,3.03
Revolution Precrafted,$1B,10/23/2017,Other,Manila,Philippines,Asia,2015,$15M,"K2 Global, 500 Startups",2,66.67
Rothy's,$1B,12/21/2021,Consumer & retail,San Francisco,United States,North America,2016,$484M,"Alpargatas, GS Growth, Lightspeed Venture Partners",6,2.07
SaltPay,$1B,4/9/2021,Fintech,London,United Kingdom,Europe,2019,$1B,"Tiger Global Management, Hedosophia",20,1.00
Savage X Fenty,$1B,2/10/2021,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,$310M,"Speedinvest, Valar Ventures, Uniqa Ventures",9,3.23
Scalapay,$1B,2/23/2022,Fintech,Milan,Italy,Europe,2019,$416M,"Fasanara Capital, Tiger Global Management, Baleen Capital",10,2.40
Scandit,$1B,2/9/2022,"Supply chain, logistics, & delivery",Zurich,Switzerland,Europe,2009,$273M,"Atomico, NGP Capital, Google Ventures",12,3.66
Sentry,$1B,2/18/2021,Other,San Francisco,United States,North America,2011,$127M,"New Enterprise Associates, Accel, Bond",5,7.87
Shield AI,$1B,8/24/2021,Artificial intelligence,San Diego,United States,North America,2015,$328M,"Andreessen Horowitz, Homebrew, Point72 Ventures",6,3.05
Shift Technology,$1B,5/6/2021,Artificial intelligence,Paris,France,Europe,2014,$545M,"Griffin Gaming Partners, Andreessen Horowitz, Battery Ventures",11,1.83
ShipBob,$1B,6/29/2021,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,$331M,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures",13,3.02
Shippo,$1B,6/2/2021,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$154M,"Version One Ventures, Uncork Capital, Bessemer Venture Partners",16,6.49
Sidecar Health,$1B,1/26/2021,Fintech,El Segundo,United States,North America,2018,$163M,"GreatPoint Ventures, Tiger Global Management, Menlo Ventures",10,6.13
Sift,$1B,4/22/2021,Artificial intelligence,San Francisco,United States,North America,2011,$157M,"Union Square Ventures, Insight Partners, Spark Capital",20,6.37
Skydio,$1B,2/25/2021,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,$340M,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",12,2.94
Slice,$1B,11/28/2021,Fintech,Bengaluru,India,Asia,2015,$249M,"Gunosy Capital, Blume Ventures, Das Capital",30,4.02
SmartAsset,$1B,6/24/2021,Fintech,New York,United States,North America,2012,$161M,"Javelin Venture Partners, TTV Capital, Peterson Ventures",17,6.21
SMS Assist,$1B,6/7/2016,Internet software & services,Chicago,United States,North America,2003,$255M,"Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital",3,3.92
SnapLogic,$1B,12/13/2021,Internet software & services,San Mateo,United States,North America,2006,$371M,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners",18,2.70
Snorkel AI,$1B,8/9/2021,Artificial intelligence,Palo Alto,United States,North America,2019,$135M,"Greylock Partners, Google Ventures, BlackRock",10,7.41
Solo.io,$1B,10/7/2021,Internet software & services,Cambridge,United States,North America,2017,$172M,"True Ventures, Altimeter Capital, Redpoint Ventures",3,5.81
SoundHound,$1B,5/3/2018,Artificial intelligence,Santa Clara,United States,North America,2005,$215M,"Tencent Holdings, Walden Venture Capital, Global Catalyst Partnera",24,4.65
Splashtop,$1B,1/27/2021,Internet software & services,San Jose,United States,North America,2006,$114M,"Storm Ventures, DFJ DragonFund, New Enterprise Associates",18,8.77
Standard,$1B,2/17/2021,Artificial intelligence,San Francisco,United States,North America,2017,$239M,"CRV, Y Combinator, Initialized Capital",11,4.18
Stytch,$1B,11/18/2021,Cybersecurity,San Francisco,United States,North America,2020,$126M,"Index Ventures, Benchmark, Thrive Capital",11,7.94
Swile,$1B,10/11/2021,Fintech,Montpellier,France,Europe,2016,$326M,"Index Ventures, IDInvest Partners, Daphni",8,3.07
Tarana Wireless,$1B,3/23/2022,Mobile & telecommunications,Milpitas,United States,North America,2009,$376M,"Prime Movers Lab, Khosla Ventures, I Squared Capital",#N/A,2.66
TechStyle Fashion Group,$1B,8/29/2014,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,$336M,"Matrix Partners, Passport Capital, Rho Ventures",11,2.98
TensTorrent,$1B,5/5/2021,Artificial intelligence,Toronto,Canada,North America,2016,$235M,"Eclipse Ventures, Fidelity Investments, Moore Capital Management",4,4.26
TERMINUS Technology,$1B,10/25/2018,Hardware,Beijing,China,Asia,2015,$623M,"China Everbright Limited, IDG Capital, iFLYTEK",8,1.61
Tezign,$1B,11/2/2021,Internet software & services,Shanghai,China,Asia,2015,$151M,"Sequoia Capital China, Linear Venture, Hearst Ventures",14,6.62
The Zebra,$1B,4/12/2021,E-commerce & direct-to-consumer,Austin,United States,North America,2012,$257M,"Silverton Partners, Accel, Ballast Point Ventures",11,3.89
Thirty Madison,$1B,6/2/2021,Health,New York,United States,North America,1993,$210M,"Northzone Ventures, Maveron, Johnson & Johnson Innovation",2,4.76
Thought Machine,$1B,11/29/2021,Fintech,London,United Kingdom,Europe,2014,$403M,"British Patient Capital, SEB Venture Capital, IQ Capital",15,2.48
Timescale,$1B,2/22/2022,Internet software & services,New York,United States,North America,2015,$181M,"New Enterprise Associates, Benchmark, Two Sigma Ventures",7,5.52
Tractable,$1B,6/16/2021,Artificial intelligence,London,United Kingdom,Europe,2014,$120M,"Insight Partners, Ignition Partners, Georgian Partners",10,8.33
Tresata,$1B,10/10/2018,Fintech,Charlotte,United States,North America,2011,$51M,GCP Capital Partners,2,19.61
TrialSpark,$1B,9/30/2021,Health,New York,United States,North America,2014,$156M,"Sequoia Capital, Thrive Capital, Sound Ventures",14,6.41
TrueLayer,$1B,9/21/2021,Fintech,London,United Kingdom,Europe,2016,$271M,"Anthemis, Connect Ventures, Northzone Ventures",17,3.69
Unico,$1B,8/3/2021,Artificial intelligence,Sao Paulo,Brazil,South America,2007,$237M,"Big Bets, General Atlantic, SOFTBANK Latin America Ventures",5,4.22
Vagaro,$1B,11/3/2021,Internet software & services,Dublin,United States,North America,2009,$163M,FTV Capital,2,6.13
Vedantu,$1B,9/29/2021,Edtech,Bengaluru,India,Asia,2014,$292M,"Accel, Tiger Global Management, Omidyar Network",13,3.42
Veev,$1B,2/24/2022,Internet software & services,San Mateo,United States,North America,2008,$585M,"Zeev Ventures, Bond, Fifth Wall Ventures",11,1.71
Vise,$1B,5/18/2021,Fintech,New York,United States,North America,2016,$128M,"Sequoia Capital, Founders Fund, Bling Capital",22,7.81
Visier,$1B,6/29/2021,Internet software & services,Vancouver,Canada,North America,2010,$217M,"Foundation Capital, Summit Partners, Adams Street Partners",5,4.61
VOI,$1B,12/21/2021,Travel,Stockholm,Sweden,Europe,2018,$516M,"Vostok New Ventures, The Raine Group, Balderton Capital",33,1.94
Vox Media,$1B,8/12/2015,Internet software & services,Washington,United States,North America,2011,$308M,"Accel Partners, Comcast Ventures, General Atlantic",9,3.25
VTS,$1B,5/7/2019,Internet software & services,New York,United States,North America,2012,$187M,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",17,5.35
Watershed,$1B,2/8/2022,Internet software & services,San Francisco,United States,North America,2019,$70M,"Kleiner Perkins Caufield & Byers, Sequoia Capital",4,14.29
Weights & Biases,$1B,10/13/2021,Internet software & services,San Francisco,United States,North America,2017,$200M,"Coatue Management, Insight Partners, Trinity Ventures",#N/A,5.00
WeLab,$1B,11/8/2017,Fintech,,Hong Kong,Asia,2013,$871M,"Sequoia Capital China, ING, Alibaba Entrepreneurs Fund",13,1.15
Womai,$1B,10/12/2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$330M,"SAIF Partners China, Baidu, IDG Capital",5,3.03
Wrapbook,$1B,11/10/2021,Fintech,New York,United States,North America,2018,$131M,"Equal Ventures, Uncork Capital, Andreessen Horowitz",8,7.63
Xendit,$1B,9/14/2021,Fintech,Jakarta,Indonesia,Asia,2014,$215M,"Accel, Y Combinator, Amasia",8,4.65
XForcePlus,$1B,6/1/2021,Internet software & services,Shanghai,China,Asia,2015,$200M,"Eastern Bell Capital, Danhua Capital, MSA Capital",12,5.00
YH Global,$1B,9/21/2017,"Supply chain, logistics, & delivery",Shenzhen,China,Asia,1997,$182M,"Co-Energy Finance, Grandland",8,5.49
YipitData,$1B,12/6/2021,Internet software & services,New York,United States,North America,2008,$492M,"RRE Ventures+, Highland Capital Partners, The Carlyle Group",15,2.03
Yunxuetang,$1B,3/29/2021,Edtech,Suzhou,China,Asia,2011,$389M,"Matrix Partners China, Sequoia Capital China, Hundreds Capital",9,2.57
Zhaogang,$1B,6/29/2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$379M,"K2 Ventures, Matrix Partners China, IDG Capital",9,2.64
Zhuan Zhuan,$1B,4/18/2017,E-commerce & direct-to-consumer,Beijing,China,Asia,2015,$990M,"58.com, Tencent Holdings",7,1.01
Zihaiguo,$1B,5/6/2021,Consumer & retail,Chongqing,China,Asia,2018,$80M,"Xingwang Investment Management, China Capital Investment Group, Matrix Partners China",5,12.50
Zopa,$1B,10/19/2021,Fintech,London,United Kingdom,Europe,2005,$792M,"IAG Capital Partners, Augmentum Fintech, Northzone Ventures",17,1.26
Zwift,$1B,9/16/2020,E-commerce & direct-to-consumer,Long Beach,United States,North America,2014,$620M,"Novator Partners, True, Causeway Media Partners",13,1.61
